Model,Year,Brand,Fuel
AMG E53 4MATIC+ (Coupe),2021,Mercedes-Benz,Hybrid Electric
AMG GLE 53 4MATIC+,2021,Mercedes-Benz,Hybrid Electric
AMG GLE 53 4MATIC+ Coupe,2021,Mercedes-Benz,Hybrid Electric
AMG GLE 63 4MATIC+,2021,Mercedes-Benz,Hybrid Electric
AMG GLE 63 S 4MATIC+ Coupe,2021,Mercedes-Benz,Hybrid Electric
AMG GLS 63 4MATIC+,2021,Mercedes-Benz,Hybrid Electric
AMG GT 43 4MATIC+,2021,Mercedes-Benz,Hybrid Electric
AMG GT 53 4MATIC+,2021,Mercedes-Benz,Hybrid Electric
CLS 450,2021,Mercedes-Benz,Hybrid Electric
CLS 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric
E 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric
E 450 4MATIC All-Terrain (wagon),2021,Mercedes-Benz,Hybrid Electric
E 450 4MATIC (Convertible),2021,Mercedes-Benz,Hybrid Electric
E 450 4MATIC (Coupe),2021,Mercedes-Benz,Hybrid Electric
E 450 (Convertible),2021,Mercedes-Benz,Hybrid Electric
E 450 (Coupe),2021,Mercedes-Benz,Hybrid Electric
GLE 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric
GLE 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric
GLS 450 4MATIC,2021,Mercedes-Benz,Hybrid Electric
GLS 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric
GLS 600 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric
S 500 4MATIC,2021,Mercedes-Benz,Hybrid Electric
S 580 4MATIC,2021,Mercedes-Benz,Hybrid Electric
S 580 4MATIC Maybach,2021,Mercedes-Benz,Hybrid Electric
Cooper SE Countryman ALL4,2021,Mini,Plug-in Hybrid Electric
Cooper SE Hardtop 2 door,2021,Mini,Electric
Outlander PHEV,2021,Mitsubishi,Plug-in Hybrid Electric
Leaf (40 kWh battery pack),2021,Nissan,Electric
Leaf (62 kWh battery pack),2021,Nissan,Electric
Leaf SV/SL (62 kWh battery pack),2021,Nissan,Electric
Polestar 2,2021,Polestar Automotive USA,Electric
Polestar I,2021,Polestar Automotive USA,Plug-in Hybrid Electric
Cayenne e-Hybrid,2021,Porsche,Plug-in Hybrid Electric
Cayenne e-Hybrid Coupe,2021,Porsche,Plug-in Hybrid Electric
Cayenne Turbo S e-Hybrid,2021,Porsche,Plug-in Hybrid Electric
Cayenne Turbo S e-Hybrid Coupe,2021,Porsche,Plug-in Hybrid Electric
Panamera 4 E-Hybrid,2021,Porsche,Plug-in Hybrid Electric
Panamera 4 E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric
Panamera 4 E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric
Panamera 4S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric
Panamera 4S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric
Panamera 4S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric
Panamera Turbo S E-Hybrid,2021,Porsche,Plug-in Hybrid Electric
Panamera Turbo S E-Hybrid Executive,2021,Porsche,Plug-in Hybrid Electric
Panamera Turbo S E-Hybrid ST,2021,Porsche,Plug-in Hybrid Electric
Taycan 4S Perf Battery,2021,Porsche,Electric
Taycan 4S Perf Battery Plus,2021,Porsche,Electric
Taycan Perf Battery,2021,Porsche,Electric
Taycan Perf Battery Plus,2021,Porsche,Electric
Taycan Turbo,2021,Porsche,Electric
Taycan Turbo S,2021,Porsche,Electric
1500 2WD,2021,Ram,Hybrid Electric
1500 4WD,2021,Ram,Hybrid Electric
1500 HFE 4X2,2021,Ram,Hybrid Electric
Crosstrek Hybrid AWD,2021,Subaru,Plug-in Hybrid Electric
Model 3 Long Range AWD,2021,Tesla,Electric
Model 3 Performance AWD,2021,Tesla,Electric
Model 3 Standard Range Plus RWD,2021,Tesla,Electric
Model S Long Range,2021,Tesla,Electric
"Model S Performance (19"" Wheels)",2021,Tesla,Electric
"Model S Plaid (21"" Wheels)",2021,Tesla,Electric
Model X Long Range Plus,2021,Tesla,Electric
"Model X Performance (20"" Wheels)",2021,Tesla,Electric
Model Y Long Range AWD,2021,Tesla,Electric
Model Y Performance AWD,2021,Tesla,Electric
Model Y Standard Range RWD,2021,Tesla,Electric
Avalon Hybrid,2021,Toyota,Hybrid Electric
Avalon Hybrid XLE,2021,Toyota,Hybrid Electric
Camry Hybrid LE,2021,Toyota,Hybrid Electric
Camry Hybrid SE/XLE/XSE,2021,Toyota,Hybrid Electric
Corolla Hybrid,2021,Toyota,Hybrid Electric
Highlander Hybrid,2021,Toyota,Hybrid Electric
Highlander Hybrid AWD,2021,Toyota,Hybrid Electric
Highlander Hybrid AWD LTD/PLAT,2021,Toyota,Hybrid Electric
Mirai Limited,2021,Toyota,Hydrogen Fuel Cell
Mirai XLE,2021,Toyota,Hydrogen Fuel Cell
Prius,2021,Toyota,Hybrid Electric
Prius AWD,2021,Toyota,Hybrid Electric
Prius Eco,2021,Toyota,Hybrid Electric
Prius Prime,2021,Toyota,Plug-in Hybrid Electric
RAV4 Hybrid AWD,2021,Toyota,Hybrid Electric
RAV4 Prime AWD,2021,Toyota,Plug-in Hybrid Electric
Sienna,2021,Toyota,Hybrid Electric
Sienna AWD,2021,Toyota,Hybrid Electric
Venza AWD,2021,Toyota,Hybrid Electric
ID.4 1st,2021,Volkswagen,Electric
ID.4 AWD Pro,2021,Volkswagen,Electric
ID.4 Pro,2021,Volkswagen,Electric
ID.4 Pro S,2021,Volkswagen,Electric
ID.4 Pro S AWD ,2021,Volkswagen,Electric
S60 AWD,2021,Volvo,Plug-in Hybrid Electric
S90 AWD,2021,Volvo,Plug-in Hybrid Electric
V60 AWD,2021,Volvo,Plug-in Hybrid Electric
XC40 Recharge,2021,Volvo,Electric
XC60 AWD,2021,Volvo,Plug-in Hybrid Electric
XC90 AWD,2021,Volvo,Plug-in Hybrid Electric
MDX AWD,2020,Acura,Hybrid Electric
NSX,2020,Acura,Hybrid Electric
RLX,2020,Acura,Hybrid Electric
A6 Allroad,2020,Audi,Hybrid Electric
A6 quattro,2020,Audi,Hybrid Electric
A7 quattro,2020,Audi,Hybrid Electric
A8L,2020,Audi,Hybrid Electric
A8L,2020,Audi,Plug-in Hybrid Electric
e-tron Sportback,2020,Audi,Electric
Q5,2020,Audi,Plug-in Hybrid Electric
Q7,2020,Audi,Hybrid Electric
Q8,2020,Audi,Hybrid Electric
RS Q8,2020,Audi,Hybrid Electric
S6,2020,Audi,Hybrid Electric
S7,2020,Audi,Hybrid Electric
S8,2020,Audi,Hybrid Electric
Bentayga,2020,Bentley Motors,Plug-in Hybrid Electric
530e,2020,BMW,Plug-in Hybrid Electric
530e xDrive,2020,BMW,Plug-in Hybrid Electric
745e xDrive,2020,BMW,Plug-in Hybrid Electric
i3,2020,BMW,Electric
i3s,2020,BMW,Electric
i3s with Range Extender,2020,BMW,Plug-in Hybrid Electric
i3 with Range Extender,2020,BMW,Plug-in Hybrid Electric
i8 Coupe,2020,BMW,Plug-in Hybrid Electric
i8 Roadster,2020,BMW,Plug-in Hybrid Electric
X3 xDrive30e,2020,BMW,Plug-in Hybrid Electric
Bolt EV,2020,Chevrolet,Electric
Colorado 2WD,2020,Chevrolet,Biodiesel (B20)
Colorado 4WD,2020,Chevrolet,Biodiesel (B20)
Colorado ZR2 4WD,2020,Chevrolet,Biodiesel (B20)
Express 2500,2020,Chevrolet,CNG - Bi-fuel
Express 2500,2020,Chevrolet,CNG - Compressed Natural Gas
Express 2500,2020,Chevrolet,Propane - Bi-fuel
Express 2500,2020,Chevrolet,Propane
Impala,2020,Chevrolet,Ethanol (E85)
Silverado 2WD,2020,Chevrolet,Biodiesel (B20)
Silverado 2WD,2020,Chevrolet,Ethanol (E85)
Silverado 4WD,2020,Chevrolet,Ethanol (E85)
Silverado 4WD,2020,Chevrolet,Biodiesel (B20)
Suburban C1500 2WD,2020,Chevrolet,Ethanol (E85)
Suburban K1500 4WD,2020,Chevrolet,Ethanol (E85)
Tahoe C1500 2WD,2020,Chevrolet,Ethanol (E85)
Tahoe K1500 4WD,2020,Chevrolet,Ethanol (E85)
Pacifica Hybrid,2020,Chrysler,Plug-in Hybrid Electric
Escape AWD HEV,2020,Ford,Hybrid Electric
Escape FWD HEV,2020,Ford,Hybrid Electric
Escape FWD PHEV,2020,Ford,Plug-in Hybrid Electric
Explorer AWD FFV,2020,Ford,Ethanol (E85)
Explorer HEV AWD,2020,Ford,Hybrid Electric
Explorer HEV RWD,2020,Ford,Hybrid Electric
F-150 2WD,2020,Ford,Biodiesel (B20)
F-150 2WD/4WD,2020,Ford,Plug-in Hybrid Electric
F-150 2WD/4WD,2020,Ford,CNG - Bi-fuel
F-150 2WD/4WD,2020,Ford,CNG - Compressed Natural Gas
F-150 2WD/4WD,2020,Ford,Propane
F-150 2WD/4WD,2020,Ford,Propane - Bi-fuel
F-150 2WD FFV,2020,Ford,Ethanol (E85)
F-150 4WD,2020,Ford,Biodiesel (B20)
F-150 4WD FFV,2020,Ford,Ethanol (E85)
F-150 4WD XL/XLT,2020,Ford,Biodiesel (B20)
Fusion Energi Plug in Hybrid FWD,2020,Ford,Plug-in Hybrid Electric
Fusion Hybrid FWD,2020,Ford,Hybrid Electric
Fusion Hybrid TAXI,2020,Ford,Hybrid Electric
Fusion Special Service PHEV,2020,Ford,Plug-in Hybrid Electric
Super Duty F-250,2020,Ford,Ethanol (E85)
Super Duty F-250 2WD/4WD,2020,Ford,CNG - Bi-fuel
Super Duty F-250 2WD/4WD,2020,Ford,Propane
Super Duty F-250 2WD/4WD,2020,Ford,Hybrid Electric
Super Duty F-250 2WD/4WD,2020,Ford,CNG - Compressed Natural Gas
Super Duty F-250 2WD/4WD,2020,Ford,Biodiesel (B20)
Super Duty F-250 2WD/4WD,2020,Ford,Plug-in Hybrid Electric
Super Duty F-250 2WD/4WD,2020,Ford,Propane - Bi-fuel
Transit Cargo Van,2020,Ford,Hybrid Electric
Transit Cargo Van,2020,Ford,Electric
Transit Connect Van FFV,2020,Ford,Ethanol (E85)
Transit Connect Van/Wagon,2020,Ford,CNG - Compressed Natural Gas
Transit Connect Van/Wagon,2020,Ford,CNG - Bi-fuel
Transit Connect Wagon LWB FFV,2020,Ford,Ethanol (E85)
Transit Passenger Van,2020,Ford,Hybrid Electric
Transit Passenger Van,2020,Ford,Electric
Transit T150 Cargo Van 2WD FFV,2020,Ford,Ethanol (E85)
Transit T150 Cargo Van 4WD FFV,2020,Ford,Ethanol (E85)
Transit T150 Passenger Van 2WD FFV,2020,Ford,Ethanol (E85)
Transit T150 Passenger Van 4WD FFV,2020,Ford,Ethanol (E85)
Canyon 2WD,2020,GMC,Biodiesel (B20)
Canyon 4WD,2020,GMC,Biodiesel (B20)
Savana 2500,2020,GMC,CNG - Bi-fuel
Savana 2500,2020,GMC,Propane - Bi-fuel
Savana 2500,2020,GMC,CNG - Compressed Natural Gas
Savana 2500,2020,GMC,Propane
Sierra 2WD,2020,GMC,Ethanol (E85)
Sierra 2WD,2020,GMC,Biodiesel (B20)
Sierra 4WD,2020,GMC,Ethanol (E85)
Sierra 4WD,2020,GMC,Biodiesel (B20)
Sierra 4WD AT4,2020,GMC,Biodiesel (B20)
Yukon K1500 4WD,2020,GMC,Ethanol (E85)
Yukon K1500 XL 4WD,2020,GMC,Ethanol (E85)
Yukon XL C1500 2WD,2020,GMC,Ethanol (E85)
Accord,2020,Honda,Hybrid Electric
Clarity,2020,Honda,Hydrogen Fuel Cell
Clarity PHEV,2020,Honda,Plug-in Hybrid Electric
CR-V AWD,2020,Honda,Hybrid Electric
Insight,2020,Honda,Hybrid Electric
Insight Touring,2020,Honda,Hybrid Electric
Ioniq,2020,Hyundai,Hybrid Electric
Ioniq Blue,2020,Hyundai,Hybrid Electric
Ioniq Electric,2020,Hyundai,Electric
Ioniq Plug-in Hybrid,2020,Hyundai,Plug-in Hybrid Electric
Kona Electric,2020,Hyundai,Electric
Nexo,2020,Hyundai,Hydrogen Fuel Cell
Nexo Blue,2020,Hyundai,Hydrogen Fuel Cell
Sonata Hybrid,2020,Hyundai,Hybrid Electric
Sonata Hybrid Blue,2020,Hyundai,Hybrid Electric
I-PACE,2020,Jaguar,Electric
Wrangler 4x4,2020,Jeep,Hybrid Electric
Wrangler Unlimited 4x4,2020,Jeep,Hybrid Electric
"Revero GT (21"" wheels)",2020,Karma,Plug-in Hybrid Electric
Niro,2020,Kia,Hybrid Electric
Niro Electric,2020,Kia,Electric
Niro FE,2020,Kia,Hybrid Electric
Niro Plug-in Hybrid,2020,Kia,Plug-in Hybrid Electric
Niro Touring,2020,Kia,Hybrid Electric
Optima Hybrid,2020,Kia,Hybrid Electric
Optima Plug-In Hybrid,2020,Kia,Plug-in Hybrid Electric
Defender 110 MHEV,2020,Land Rover,Hybrid Electric
Defender 90 MHEV,2020,Land Rover,Hybrid Electric
Range Rover,2020,Land Rover,Biodiesel (B20)
Range Rover Discovery,2020,Land Rover,Biodiesel (B20)
Range Rover MHEV,2020,Land Rover,Hybrid Electric
Range Rover PHEV,2020,Land Rover,Plug-in Hybrid Electric
Range Rover Sport,2020,Land Rover,Biodiesel (B20)
Range Rover Sport MHEV,2020,Land Rover,Hybrid Electric
Range Rover Sport PHEV,2020,Land Rover,Plug-in Hybrid Electric
ES 300h,2020,Lexus,Hybrid Electric
LC 500h,2020,Lexus,Hybrid Electric
LS 500h,2020,Lexus,Hybrid Electric
LS 500h AWD,2020,Lexus,Hybrid Electric
NX 300h AWD,2020,Lexus,Hybrid Electric
RX 450h AWD,2020,Lexus,Hybrid Electric
RX 450hL AWD,2020,Lexus,Hybrid Electric
UX 250h,2020,Lexus,Hybrid Electric
UX 250h AWD,2020,Lexus,Hybrid Electric
Aviator AWD PHEV,2020,Lincoln,Plug-in Hybrid Electric
MKZ Hybrid FWD,2020,Lincoln,Hybrid Electric
AMG CLS53 4MATIC+,2020,Mercedes-Benz,Hybrid Electric
AMG E53 4MATIC+,2020,Mercedes-Benz,Hybrid Electric
AMG E53 4MATIC+ (Convertible),2020,Mercedes-Benz,Hybrid Electric
AMG E53 4MATIC+ (Coupe),2020,Mercedes-Benz,Hybrid Electric
AMG GT 53 4MATIC+,2020,Mercedes-Benz,Hybrid Electric
CLS 450,2020,Mercedes-Benz,Hybrid Electric
CLS 450 4MATIC,2020,Mercedes-Benz,Hybrid Electric
GLC 350e 4MATIC,2020,Mercedes-Benz,Plug-in Hybrid Electric
GLE 450 4MATIC,2020,Mercedes-Benz,Hybrid Electric
GLE 580 4MATIC,2020,Mercedes-Benz,Hybrid Electric
GLS 450 4MATIC,2020,Mercedes-Benz,Hybrid Electric
GLS 580 4MATIC,2020,Mercedes-Benz,Hybrid Electric
S 560e,2020,Mercedes-Benz,Plug-in Hybrid Electric
Cooper SE Countryman ALL4,2020,Mini,Plug-in Hybrid Electric
Cooper SE Hardtop 2 door,2020,Mini,Electric
Outlander PHEV,2020,Mitsubishi,Plug-in Hybrid Electric
Leaf (40 kWh battery pack),2020,Nissan,Electric
Leaf (62 kWh battery pack),2020,Nissan,Electric
Leaf SV/SL (62 kWh battery pack),2020,Nissan,Electric
Polestar I,2020,Polestar Automotive USA,Plug-in Hybrid Electric
Cayenne e-Hybrid,2020,Porsche,Plug-in Hybrid Electric
Cayenne e-Hybrid Coupe,2020,Porsche,Plug-in Hybrid Electric
Cayenne Turbo S e-Hybrid,2020,Porsche,Plug-in Hybrid Electric
Cayenne Turbo S e-Hybrid Coupe,2020,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid,2020,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid Executive,2020,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid ST,2020,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid,2020,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid Executive,2020,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid ST,2020,Porsche,Plug-in Hybrid Electric
Taycan 4S Perf Battery Plus,2020,Porsche,Electric
Taycan Turbo,2020,Porsche,Electric
Taycan Turbo S,2020,Porsche,Electric
1500 2WD,2020,Ram,Hybrid Electric
1500 4WD,2020,Ram,Hybrid Electric
1500 HFE 2WD,2020,Ram,Hybrid Electric
Crosstrek Hybrid AWD,2020,Subaru,Plug-in Hybrid Electric
Model 3 Long Range,2020,Tesla,Electric
Model 3 Long Range AWD,2020,Tesla,Electric
"Model 3 Long Range Performance AWD (18"" Wheels)",2020,Tesla,Electric
Model 3 Mid Range,2020,Tesla,Electric
Model 3 Standard Range,2020,Tesla,Electric
Model 3 Standard Range Plus,2020,Tesla,Electric
Model S Long Range,2020,Tesla,Electric
Model S Long Range Plus,2020,Tesla,Electric
"Model S Performance (19"" Wheels)",2020,Tesla,Electric
Model S Standard Range,2020,Tesla,Electric
Model X Long Range,2020,Tesla,Electric
"Model X Performance (20"" Wheels)",2020,Tesla,Electric
Model X Standard Range,2020,Tesla,Electric
Model Y Long Range AWD,2020,Tesla,Electric
Model Y Performance AWD,2020,Tesla,Electric
"Model Y Performance AWD (21"" wheels)",2020,Tesla,Electric
Avalon Hybrid,2020,Toyota,Hybrid Electric
Avalon Hybrid XLE,2020,Toyota,Hybrid Electric
Camry Hybrid LE,2020,Toyota,Hybrid Electric
Camry Hybrid XLE/SE,2020,Toyota,Hybrid Electric
Corolla Hybrid,2020,Toyota,Hybrid Electric
Highlander Hybrid,2020,Toyota,Hybrid Electric
Highlander Hybrid AWD,2020,Toyota,Hybrid Electric
Highlander Hybrid AWD LTD/PLAT,2020,Toyota,Hybrid Electric
Mirai,2020,Toyota,Hydrogen Fuel Cell
Prius,2020,Toyota,Hybrid Electric
Prius AWD,2020,Toyota,Hybrid Electric
Prius Eco,2020,Toyota,Hybrid Electric
Prius Prime,2020,Toyota,Plug-in Hybrid Electric
RAV4 Hybrid AWD,2020,Toyota,Hybrid Electric
e-Golf,2020,Volkswagen,Electric
S60 AWD,2020,Volvo,Plug-in Hybrid Electric
S90 AWD,2020,Volvo,Plug-in Hybrid Electric
V60 AWD,2020,Volvo,Plug-in Hybrid Electric
XC60 AWD,2020,Volvo,Plug-in Hybrid Electric
XC90 AWD,2020,Volvo,Plug-in Hybrid Electric
MDX AWD,2019,Acura,Hybrid Electric
NSX Hybrid,2019,Acura,Hybrid Electric
RLX Hybrid,2019,Acura,Hybrid Electric
A6 quattro,2019,Audi,Hybrid Electric
A7 quattro,2019,Audi,Hybrid Electric
A8L,2019,Audi,Hybrid Electric
e-tron,2019,Audi,Electric
Q8,2019,Audi,Hybrid Electric
530e,2019,BMW,Plug-in Hybrid Electric
530e xDrive,2019,BMW,Plug-in Hybrid Electric
740e xDrive,2019,BMW,Plug-in Hybrid Electric
i3,2019,BMW,Electric
i3s,2019,BMW,Electric
i3s with Range Extender,2019,BMW,Plug-in Hybrid Electric
i3 with Range Extender,2019,BMW,Plug-in Hybrid Electric
i8 Coupe,2019,BMW,Plug-in Hybrid Electric
i8 Roadster,2019,BMW,Plug-in Hybrid Electric
LaCrosse Hybrid,2019,Buick,Hybrid Electric
e6,2019,BYD Motors,Electric
Bolt EV,2019,Chevrolet,Electric
Colorado 2WD,2019,Chevrolet,Biodiesel (B20)
Colorado 4WD,2019,Chevrolet,Biodiesel (B20)
Colorado ZR2 4WD,2019,Chevrolet,Biodiesel (B20)
Cruze,2019,Chevrolet,Biodiesel (B20)
Cruze Hatchback,2019,Chevrolet,Biodiesel (B20)
Equinox AWD,2019,Chevrolet,Biodiesel (B20)
Equinox FWD,2019,Chevrolet,Biodiesel (B20)
Express 2500,2019,Chevrolet,CNG - Compressed Natural Gas
Express 2500,2019,Chevrolet,Propane
Impala,2019,Chevrolet,Ethanol (E85)
Malibu Hybrid,2019,Chevrolet,Hybrid Electric
Silverado 2500 HD 2WD/4WD,2019,Chevrolet,Propane
Silverado 2500 HD 2WD/4WD,2019,Chevrolet,CNG - Compressed Natural Gas
Silverado C10 2WD,2019,Chevrolet,Ethanol (E85)
Silverado K10 4WD,2019,Chevrolet,Ethanol (E85)
Suburban C1500 2WD,2019,Chevrolet,Ethanol (E85)
Suburban K1500 4WD,2019,Chevrolet,Ethanol (E85)
Tahoe C1500 2WD,2019,Chevrolet,Ethanol (E85)
Tahoe K1500 4WD,2019,Chevrolet,Ethanol (E85)
Volt,2019,Chevrolet,Plug-in Hybrid Electric
300,2019,Chrysler,Ethanol (E85)
300 AWD,2019,Chrysler,Ethanol (E85)
Pacifica Hybrid,2019,Chrysler,Plug-in Hybrid Electric
Charger,2019,Dodge,Ethanol (E85)
Grand Caravan,2019,Dodge,Ethanol (E85)
Journey,2019,Dodge,Ethanol (E85)
500e,2019,Fiat,Electric
Escape FWD FFV,2019,Ford,Ethanol (E85)
Explorer 2WD FFV,2019,Ford,Ethanol (E85)
Explorer AWD FFV,2019,Ford,Ethanol (E85)
F-150,2019,Ford,Plug-in Hybrid Electric
F-150,2019,Ford,Propane
F-150 2WD,2019,Ford,Biodiesel (B20)
F-150 2WD/4WD,2019,Ford,CNG - Compressed Natural Gas
F-150 2WD FFV,2019,Ford,Ethanol (E85)
F-150 4WD,2019,Ford,Biodiesel (B20)
F-150 4WD FFV,2019,Ford,Ethanol (E85)
F-150 4WD XL/XLT,2019,Ford,Biodiesel (B20)
Fusion Energi Plug in Hybrid FWD,2019,Ford,Plug-in Hybrid Electric
Fusion Hybrid FWD,2019,Ford,Hybrid Electric
Fusion Hybrid TAXI,2019,Ford,Hybrid Electric
Fusion Special Service Vehicle PHEV,2019,Ford,Plug-in Hybrid Electric
Super Duty F-250,2019,Ford,Ethanol (E85)
Super Duty F-250 2WD/4WD,2019,Ford,Biodiesel (B20)
Super Duty F-250 2WD/4WD,2019,Ford,Propane
Super Duty F-250 2WD/4WD,2019,Ford,CNG - Compressed Natural Gas
Super Duty F-250 2WD/4WD,2019,Ford,Plug-in Hybrid Electric
Super Duty F-250 2WD/4WD,2019,Ford,Hybrid Electric
Taurus AWD FFV,2019,Ford,Ethanol (E85)
Taurus FWD FFV,2019,Ford,Ethanol (E85)
Transit Connect Van FFV,2019,Ford,Ethanol (E85)
Transit Connect Van/Wagon,2019,Ford,CNG - Compressed Natural Gas
Transit Connect Van/Wagon,2019,Ford,Biodiesel (B20)
Transit Connect Wagon FFV,2019,Ford,Ethanol (E85)
Transit T150 Wagon FFV,2019,Ford,Ethanol (E85)
Transit Van/Wagon,2019,Ford,Electric
Transit Van/Wagon,2019,Ford,Propane
Transit Van/Wagon,2019,Ford,Biodiesel (B20)
Transit Van/Wagon,2019,Ford,Hybrid Electric
Canyon 2WD,2019,GMC,Biodiesel (B20)
Canyon 4WD,2019,GMC,Biodiesel (B20)
Savana 2500,2019,GMC,Propane
Savana 2500,2019,GMC,Ethanol (E85)
Savana 2500,2019,GMC,CNG - Compressed Natural Gas
Sierra 2500 HD 2WD/4WD,2019,GMC,Ethanol (E85)
Sierra 2500 HD 2WD/4WD,2019,GMC,Propane
Sierra 2500 HD 2WD/4WD,2019,GMC,CNG - Compressed Natural Gas
Sierra K10 2WD,2019,GMC,Ethanol (E85)
Sierra K10 4WD,2019,GMC,Ethanol (E85)
Terrain AWD,2019,GMC,Biodiesel (B20)
Terrain FWD,2019,GMC,Biodiesel (B20)
Yukon C1500 2WD,2019,GMC,Ethanol (E85)
Yukon K1500 4WD,2019,GMC,Ethanol (E85)
Yukon K1500 XL 4WD,2019,GMC,Ethanol (E85)
Yukon XL C1500 2WD,2019,GMC,Ethanol (E85)
Accord Hybrid,2019,Honda,Hybrid Electric
Clarity,2019,Honda,Electric
Clarity,2019,Honda,Hydrogen Fuel Cell
Clarity PHEV,2019,Honda,Plug-in Hybrid Electric
Insight,2019,Honda,Hybrid Electric
Insight Touring,2019,Honda,Hybrid Electric
Ioniq,2019,Hyundai,Hybrid Electric
Ioniq Blue,2019,Hyundai,Hybrid Electric
Ioniq Electric,2019,Hyundai,Electric
Ioniq Plug-in Hybrid,2019,Hyundai,Plug-in Hybrid Electric
Kona Electric,2019,Hyundai,Electric
Nexo,2019,Hyundai,Hydrogen Fuel Cell
Nexo Blue,2019,Hyundai,Hydrogen Fuel Cell
Sonata Hybrid,2019,Hyundai,Hybrid Electric
Sonata Hybrid SE,2019,Hyundai,Hybrid Electric
F-Pace,2019,Jaguar,Biodiesel (B20)
I-PACE,2019,Jaguar,Electric
XE,2019,Jaguar,Biodiesel (B20)
XE AWD,2019,Jaguar,Biodiesel (B20)
XF,2019,Jaguar,Biodiesel (B20)
XF AWD,2019,Jaguar,Biodiesel (B20)
Wrangler 4x4,2019,Jeep,Hybrid Electric
Wrangler Unlimited 4x4,2019,Jeep,Hybrid Electric
Revero,2019,Karma,Plug-in Hybrid Electric
Niro,2019,Kia,Hybrid Electric
Niro Electric,2019,Kia,Electric
Niro FE,2019,Kia,Hybrid Electric
Niro Plug-in Hybrid,2019,Kia,Plug-in Hybrid Electric
Niro Touring,2019,Kia,Hybrid Electric
Optima Hybrid,2019,Kia,Hybrid Electric
Optima Plug-In Hybrid,2019,Kia,Plug-in Hybrid Electric
Soul,2019,Kia,Electric
Range Rover Discovery,2019,Land Rover,Biodiesel (B20)
Range Rover Sport,2019,Land Rover,Biodiesel (B20)
Range Rover Sport MHEV,2019,Land Rover,Hybrid Electric
Range Rover SVA,2019,Land Rover,Biodiesel (B20)
Range Rover Velar,2019,Land Rover,Biodiesel (B20)
ES 300h,2019,Lexus,Hybrid Electric
LC 500h,2019,Lexus,Hybrid Electric
LS 500h,2019,Lexus,Hybrid Electric
LS 500h AWD,2019,Lexus,Hybrid Electric
NX 300h AWD,2019,Lexus,Hybrid Electric
RX 450h AWD,2019,Lexus,Hybrid Electric
RX 450h L AWD,2019,Lexus,Hybrid Electric
UX 250h,2019,Lexus,Hybrid Electric
UX 250h AWD,2019,Lexus,Hybrid Electric
MKZ Hybrid FWD,2019,Lincoln,Hybrid Electric
AMG CLS53 4MATIC+,2019,Mercedes-Benz,Hybrid Electric
AMG E53 4MATIC+,2019,Mercedes-Benz,Hybrid Electric
AMG E53 4MATIC+ (Convertible),2019,Mercedes-Benz,Hybrid Electric
AMG E53 4MATIC+ (Coupe),2019,Mercedes-Benz,Hybrid Electric
AMG GT 53 4MATIC+,2019,Mercedes-Benz,Hybrid Electric
CLA 250 4Matic,2019,Mercedes-Benz,Ethanol (E85)
CLS 450,2019,Mercedes-Benz,Hybrid Electric
CLS 450 4MATIC,2019,Mercedes-Benz,Hybrid Electric
GLA 250 4matic,2019,Mercedes-Benz,Ethanol (E85)
GLC 350e 4MATIC,2019,Mercedes-Benz,Plug-in Hybrid Electric
S 560e,2019,Mercedes-Benz,Plug-in Hybrid Electric
Cooper SE Countryman ALL4,2019,Mini,Plug-in Hybrid Electric
Outlander PHEV,2019,Mitsubishi,Plug-in Hybrid Electric
Frontier 2WD FFV,2019,Nissan,Ethanol (E85)
Frontier 4WD FFV,2019,Nissan,Ethanol (E85)
Leaf (40 kWh battery pack),2019,Nissan,Electric
Leaf (62 kWh battery pack),2019,Nissan,Electric
Leaf SV/SL (62 kWh battery pack),2019,Nissan,Electric
Rogue AWD Hybrid,2019,Nissan,Hybrid Electric
Rogue FWD Hybrid,2019,Nissan,Hybrid Electric
Cayenne e-Hybrid,2019,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid,2019,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid Executive,2019,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid ST,2019,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid,2019,Porsche,Plug-in Hybrid Electric
